Topic,Subtopic,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
"Practice of Real Estate and Mandated Disclosures","Licensing","State","A real estate license is required by","a principal who sells three or more homes in one year.","a trustee.","a mortgage loan broker.","an appraiser.","C","A mortgage loan broker negotiating real estate loans for compensation requires a valid real estate license."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","An unlicensed secretary working in a real estate office may legally","discuss terms for sale of a property advertised by the broker.","type listing agreements for salespersons.","collect rent on properties managed by the office.","quote prices on listed property over the telephone.","B","An unlicensed assistant may type transaction documents for licensees, but cannot negotiate terms, quote prices, or collect rents."
"Valuation and Market Analysis","Appraisal Concepts","State","To an appraiser, a definition of value is","the relationship of a desirous person to the thing desired.","the ability of one commodity to command other commodities in exchange.","the present worth of all rights to future benefits arising out of property ownership.","all of these.","D","Value represents the relationship of a desirous person to the desired object, the command of commodities in exchange, and the present worth of future benefits."
"Property Ownership and Land Use Controls and Regulations","Easements","State","A man granted a woman a subsurface easement to remove the minerals from the land but never designated the place of removal, so the","woman must obtain the man’s consent as to right of entry.","woman has an implied easement to enter and use the surface of land to extract the minerals.","woman has no right of entry to remove the minerals.","woman’s easement rights are land-locked.","B","A grant of subsurface mineral rights includes an implied easement of surface entry and reasonable use to extract those minerals."
"Laws of Agency and Fiduciary Duties","Agent Liability","State","If a salesperson misinforms a buyer as to deed restrictions,","there is no liability if the restrictions are a matter of record.","the salesperson and the broker may both be liable for damages.","only the salesperson is liable.","only the principal is liable.","B","Both the salesperson making the misrepresentation and their employing broker are liable to third parties for damages."
"Financing","Lending Practices","State","A real estate broker negotiates a $7,000 second trust deed note secured by real property. The loan was to be paid in full in five years. The MOST the broker could charge as a commission for her services would be","3%.","6%.","10%.","15%.","D","For loans under $20,000 secured by a second trust deed with a term of 3 years or more, the maximum broker commission is 15%."
"Financing","Lending Practices","State","The trustor under a trust deed is the party who","signs the note as maker.","holds the title to the property in trust.","acknowledges the note for recording.","lends the money.","A","The trustor is the borrower who signs the promissory note as maker and executes the deed of trust."
"Practice of Real Estate and Mandated Disclosures","Fair Housing","State","The act providing for civil action against persons conducting business establishments by aggrieved persons claiming discrimination on account of sex, color, religion, ancestry, or national origin is the","Civil Rights Act.","Rumford Act.","Unruh Act.","Act of 1969.","C","The Unruh Civil Rights Act prohibits discrimination by all business establishments, including real estate brokerages."
"Practice of Real Estate and Mandated Disclosures","Fair Housing","State","A licensed real estate broker is accused of violating the Unruh Act for refusing to rent property to anyone other than persons of the Caucasian race. If found guilty, the broker","must pay $250 to the party infringed on as punitive damages.","is subject to actual damages.","must pay $250 to the party infringed on as punitive damages and is subject to actual damages.","is none of these.","C","Violations of the Unruh Act subject the offender to actual damages plus a statutory punitive award to the injured party."
"Practice of Real Estate and Mandated Disclosures","Fair Housing","State","The act that empowers the State Department of Fair Employment and Housing to act against discrimination in both publicly assisted and private housing accommodations under specified conditions is the","Civil Rights Act.","Rumford Act.","Unruh Act.","Act of 1969.","B","The Rumford Act (Fair Housing Act) empowers the state to prevent discrimination in both private and publicly assisted housing."
"Financing","Lending Practices","State","In a tight money market, which of the following would be a TRUE statement regarding conventional loans?","The buyer will pay a lower origination fee.","The buyer will pay more points.","The seller will pay greater discount points.","The seller will pay a higher origination fee.","B","In a tight money market, conventional lenders increase their yield by charging borrowers more points."
"Contracts","Escrow","State","Which of the following BEST describes a “complete” escrow?","It is considered a perfect escrow.","The escrow holder has ceased being an agent for both parties.","All papers are properly drawn up and ready for final steps to be taken to close the escrow.","All services of the escrow holder are involved.","C","A complete escrow is one where all instructions are drawn and all conditions are ready to be satisfied for closing."
"Contracts","Escrow","State","When an escrow is in progress and all the conditions have been satisfied, the escrow officer becomes","a counselor to both the buyer and the seller.","an advocate to safeguard the interest of the principal.","the independent agent for each of the parties to the escrow.","None of these","C","When all conditions in escrow are satisfied, the escrow holder becomes the individual agent for each party rather than a dual agent."
"Financing","Lending Practices","State","A promotional note is a promissory note secured by a trust deed executed on unimproved real property or executed after construction of an improvement of the property but before the first sale of the property as so improved, provided the note was not executed in excess of a specified period of time. A note that has been in effect for how many months would NOT be classified as a promotional note?","18","24","30","37","D","A promotional note is defined as a note in effect for 36 months or less; a note in effect for 37 months or more is no longer promotional."
"Financing","Lending Practices","State","A life insurance company that is engaged in making real estate loans would normally create these loans with the assistance of","the VA or through the FHA.","a federal-chartered or state-chartered savings and loan association.","a mortgage banker.","any of these.","C","Life insurance companies generally prefer large commercial loans and acquire them through mortgage bankers who service the accounts."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","For a homestead to be effective, it must be filed before the","judgment is rendered.","judgment is recorded.","lawsuit is filed.","lis pendens is recorded.","B","To protect a property against a judgment lien, the declaration of homestead must be recorded before the judgment abstract is recorded."
"Property Ownership and Land Use Controls and Regulations","Forms of Ownership","State","Garcia, Lewis, and Thompson are joint tenants. Garcia conveys his interest to Jackson. Which of the following is TRUE?","Lewis, Thompson, and Jackson are joint tenants.","Lewis, Thompson, and Jackson are each one-third tenants in common.","Jackson owns one-third as a tenant in common with Lewis and Thompson, who now own two-thirds as joint tenants.","None of these.","C","Jackson becomes a tenant in common for his 1/3 share, while Lewis and Thompson retain their 2/3 share as joint tenants."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","Salesperson Holly, who is employed by broker Jonas, was able to secure an acceptance of an offer from a buyer on a property that was listed by broker Donald. Donald had agreed to cooperate with Jonas. After escrow was opened, Holly was in need of $100 and asked Donald to advance her $100 from the eventual commission. If Donald advances Holly the $100, which of the following is TRUE?","It would be acceptable, provided it is released through the escrow holder.","It would be a violation of the real estate law.","It would be legal because it doesn’t matter from whom Holly receives the money.","It would be legal as long as it does not come out of the escrowed money.","B","Real estate law prohibits salespersons from accepting compensation or advances from any broker other than their employing broker."
"Practice of Real Estate and Mandated Disclosures","Ethics","State","Should a dispute regarding a commission arise between two sales licensees who are members of the National Association of REALTORS®, by the provisions of that organization’s Code of Ethics, they will settle the matter by","litigation.","estoppel.","arbitration.","mandamus.","C","The NAR Code of Ethics requires Realtor members to submit commission disputes to binding arbitration rather than litigation."
"Contracts","Contract Concepts","State","A liquidated damages clause in a real estate contract","allows the buyer to withdraw her offer anytime before acceptance.","is looked on with disfavor by the courts.","determines the damages to be paid in case of fire during escrow.","sets up a procedure to be followed in case of foreclosure.","B","Liquidated damages clauses are looked on with disfavor by courts unless they conform to strict statutory requirements."
"Financing","Lending Practices","State","With regard to a deed of trust and promissory note, which of the following statements is TRUE?","The provisions of the promissory note prevail over the deed of trust.","The promissory note secures the trust deed and the property.","The provisions of the trust deed prevail over the promissory note.","The trust deed secures the promissory note.","D","The promissory note is the primary evidence of debt; the deed of trust is a security device that secures the note."
"Property Ownership and Land Use Controls and Regulations","Easements","State","A woman is leasing a property for a 10-year term. A man asks the woman to grant him an easement over the property. In these circumstances, which statement is TRUE?","This would be illegal because only the lessor can grant such a use.","This would be legal for the term of the lease.","This would be illegal because the owner must join in such a grant with the lessee.","The tenant can legally grant such a right for an indefinite period.","B","A tenant leasing property may grant an easement over the leasehold, but it is valid only for the remaining term of the lease."
"Property Ownership and Land Use Controls and Regulations","Forms of Ownership","State","Which of the following is community property?","Husband’s salary","Income from husband’s separate property earned during marriage","Income from wife’s separate property earned during marriage","All of these","A","Wages and salaries earned by either spouse during marriage are community property under California law."
"Transfer of Property","Deeds","State","A deed to a person under an assumed name is","void.","voidable.","permissible.","prohibited.","C","A deed to a grantee using an assumed name is permissible and valid, provided the grantee is a real person."
"Valuation and Market Analysis","Appraisal Concepts","State","For appraisal purposes, a commercial property valued in excess of $250,000 requires","any type of appraisal.","a certified general appraiser.","an appraisal by a member of the Appraisal Institute.","none of these.","B","Appraisals of commercial properties valued over $250,000 require the services of a Certified General Appraiser."
"Contracts","Contract Concepts","State","The statute of limitations specifies the time limits in which lawsuits must be brought to court in the event of a breach. Under this statute, a buyer must bring legal action against a seller for failure to perform under a valid purchase contract within","90 days.","1 year.","2 years.","4 years.","D","The statute of limitations to sue for a breach of a written real estate purchase contract is four years."
"Financing","Lending Practices","State","The type of interest usually charged on singlefamily home loans is","annuity.","prepaid.","compound.","simple.","D","Simple interest is the standard type of interest charged on residential home loans."
"Laws of Agency and Fiduciary Duties","Agent Authority","State","A homeowner engages a broker to sell her home under an exclusive authorization and right-to-sell listing. Under these circumstances, the broker’s authority is","whatever third parties perceive it to be.","whatever the broker believes his authority to be, even if it extends beyond those duties agreed to under the listing contract.","that which will be necessary to sell the property, regardless of the listing terms, because that is the purpose for which he has been hired.","that which has been agreed to between the principal and the agent and that which is necessary, proper, or usual in the ordinary course of business for effecting the sale of the property.","D","An agent's authority is limited to the express terms agreed to in the listing, plus necessary and usual powers."
"Financing","Lending Practices","State","When reviewing the credit standing of a prospective borrower, the bank would probably grant the loan if the borrower showed that her","FICO score was strong.","cash in the bank almost equaled her liabilities.","liabilities were three times her net worth.","existing loan was in default only one month.","A","A strong FICO score indicates strong creditworthiness and is a key factor in mortgage approval."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","A commercial acre is defined as an acre of land","in a shopping center in a rural area.","in an industrial development.","in a new subdivision zoned for commercial use.","less the streets and alleys.","D","A commercial acre is defined as a standard acre minus the area dedicated to public streets, curbs, and alleys."
"Property Ownership and Land Use Controls and Regulations","Forms of Ownership","State","An individual purchased a fee simple interest in airspace and an undivided interest in common in a portion of a parcel of real property that could be used for residential, commercial, or industrial use. This would be classified as","a condominium.","a stock cooperative.","a planned development.","none of these.","A","A condominium combines fee simple ownership of separate airspace with an undivided common interest in the rest of the parcel."
"Practice of Real Estate and Mandated Disclosures","Fair Housing","State","Filing a complaint under the federal housing law must, according to the statute of limitations, be done within how many days from the occurrence of the alleged act?","60","90","180","360","D","Under the Federal Fair Housing Act, a complaint must be filed with HUD within one year (360/365 days) of the alleged act."
"Transfer of Property","Deeds","State","Which of the following is necessary to legally transfer title to real property?","A current beneficiary statement on any existing loan","A title policy showing title vested in the grantor","The services of a licensed real estate broker","None of these","D","To legally transfer title, a deed must be executed and delivered. Title policies, broker services, and escrow are not statutory requirements."
"Financing","Lending Practices","State","FHA-insured loans can be granted only on residential properties that meet minimum building standards. In a residence approved for FHA-insured financing, which of the following requirements for the construction of a stairwell does NOT have to be met?","There must be two handrails.","The tread of the step must have a minimum width.","The riser must be a minimum height.","The stairwell must allow for minimum headroom.","A","FHA minimum standards require at least one handrail on a stairwell, not two."
"Transfer of Property","Deeds","State","If an owner dies leaving a will, but without heirs, his property","vests in the devisees, subject to administration.","escheats to the State of California.","escheats to the United States.","does none of these.","A","When an owner dies leaving a valid will but no legal heirs, the property passes to the named devisees subject to probate."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","An investor owned a number of promissory notes secured by trust deeds. To relieve herself of the burden of keeping an account of those that paid and those that had not paid, she employed a real estate broker to handle the collections. One of the requirements imposed by the real estate law is that the broker","post a bond with the commissioner.","have a special endorsement on his license.","have a written contract with the investor.","must do all of these.","C","A broker hired to collect payments on promissory notes must have a written contract with the investor."
"Financing","Lending Practices","State","When a loan is obtained to purchase real property and a note and trust deed are executed, the party that furnishes the funds is the","grantee.","beneficiary.","trustor.","trustee.","B","The beneficiary under a deed of trust is the lender who furnishes the funds for the loan."
"Valuation and Market Analysis","Appraisal Concepts","State","The BEST appraisal method to establish the current market value of a shopping center would be the","cost-income.","market data–income.","income–gross rent multiplier.","cost–gross rent multiplier.","B","A commercial shopping center is valued primarily by analyzing comparable market data and capitalization of income."
"Financing","Lending Practices","State","A “holder in due course” brings action to collect on the note. Which one of the following may the maker of the note use as a defense?","Lack or failure of consideration","Prior cancellation","Fraud in the inducement","Material alteration of the note","D","A material alteration of a promissory note is a real defense that can be asserted even against a holder in due course."
"Property Ownership and Land Use Controls and Regulations","Forms of Ownership","State","Which of the following would be considered an estate of indefinite duration?","An estate for years","An estate of inheritance","A lease for 99 years","Material alteration of the note","B","An estate of inheritance (such as fee simple) is a freehold estate of indefinite duration."
"Contracts","Listing Agreements","State","If the owner enters into an exclusive-agency listing and thereafter sells the property through his own efforts,","no commission is payable.","the broker is entitled to 50% of the commission.","the broker is entitled to full commission.","none of these happens.","A","Under an exclusive agency listing, the owner reserves the right to sell the property independently without owing a commission."
"Property Ownership and Land Use Controls and Regulations","Building Codes and Design","State","If a person affixes property to the land of another by mistake, the","person may remove it under prescribed conditions, including payment of damages.","property may not be removed because it has become a fixture.","landowner must pay for its cost.","landowner may destroy it.","A","If a person affixes improvements to another's land by mistake, they may remove them upon paying all damages caused."
"Valuation and Market Analysis","Appraisal Concepts","State","Which of the following is the viewpoint of the accountant and the appraiser with respect to depreciation?","The accountant is concerned with book depreciation, while the appraiser deals with actual depreciation.","The appraiser is interested only in book value.","The accountant is interested only in what caused the depreciation.","The accountant is interested in the book value, while the appraiser is interested in the theory of depreciation.","A","Accountants deal with book value/depreciation for taxes; appraisers analyze actual market depreciation."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","If zoning prohibits a use permitted by private deed restrictions, the","zoning controls.","courts must be called on.","deed restrictions control.","zoning is invalid.","A","When zoning laws conflict with private deed restrictions, the more restrictive rule of the two always controls."
"Laws of Agency and Fiduciary Duties","Agent Liability","State","A prospective buyer, who was not a real estate licensee and had no ties to the seller’s broker, wished to purchase a large parcel of land and made an offer on the property at a price of $600 per acre. The seller accepted the offer and escrow was opened. During the escrow period, the seller discovered that the buyer had already entered into an agreement to resell the acreage at a price of $2,000 per acre to an unknown buyer. Under these circumstances, the original seller’s recourse is to","rescind the contract.","refuse to close the escrow and sue for damages.","void the contract based on misrepresentation.","do nothing.","D","A buyer who is not a licensee owes no fiduciary duty to the seller and is not required to disclose their resale profits."
"Financing","Beneficiary Statement","State","A beneficiary statement is furnished by the","trustee upon the demand of the trustor.","beneficiary upon the demand of the escrow company.","beneficiary upon the demand of the trustee.","surveyor upon the demand of the beneficiary.","B","A beneficiary statement is prepared by the lender (beneficiary) showing the current loan balance and condition."
"Property Ownership and Land Use Controls and Regulations","Building Codes and Design","State","An individual who has rented real property may remove which of the following on termination of the lease?","Manufacturing equipment","Trade fixtures","Items for domestic use","All of these","D","A tenant may remove trade fixtures, manufacturing equipment, and domestic items, provided removal does not cause permanent damage."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","Attachment is","a legal seizure of property.","an assessment.","a lien.","a form of tax.","A","An attachment is a legal seizure of property by court order prior to judgment to secure a creditor's claim."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","If the U.S. government obtained a lien against a taxpayer who failed to report a certain portion of his rental income, it would be classified as","general.","specific.","voluntary.","none of these.","A","Federal tax liens are general liens, meaning they attach to all real and personal property of the debtor."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","Limitations on the use of real property may be created by","building codes.","zoning regulations.","deed restrictions.","all of these.","D","Real property use can be limited by government powers (zoning, building codes) or private agreements (deed restrictions)."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","For a judgment to constitute a lien, it must meet certain prerequisites. Which of the following is NOT a prerequisite?","It must be a judgment that money is owed.","It must be a valid judgment.","An abstract of judgment must be recorded in the state in which the real property is situated.","It must be rendered by a lawfully constituted court.","C","A judgment becomes a lien on real property when an abstract of judgment is recorded in the specific county where the property sits."
"Practice of Real Estate and Mandated Disclosures","Mandated Disclosures","State","An owner knew the roof leaked in his house and disclosed that fact to the broker with whom he listed the property for sale. The broker is required to","comply with the owner’s request to keep it a secret.","disclose such fact to a prospective buyer.","protect the seller and not say anything.","have a new roof put on and put the bill into escrow.","B","A broker has a statutory duty to disclose all known material facts, such as a roof leak, to prospective buyers regardless of the seller's instructions."
"Practice of Real Estate and Mandated Disclosures","Mandated Disclosures","State","A copy of the real estate commissioner’s public report that was issued on land within a land project must be given by the subdivider or the subdivider’s agents or salespersons to","all owners of land adjacent to the subdivision.","every adult prospect who wrote or telephoned requesting one or who visited the site and indicated an interest in purchasing one or more of the sites.","every prospective buyer, but the subdivider or the subdivider’s agents can wait until just before signing the purchase agreement.","the local newspaper so it can be published in the legal section.","B","A subdivider must provide a copy of the Commissioner's Public Report to any prospective buyer before a contract is signed."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","A township is","6 miles square.","24 miles around.","36 square miles.","all of these.","D","A township is 6 miles square (6 miles by 6 miles), contains 36 square miles, and has a perimeter of 24 miles."
"Laws of Agency and Fiduciary Duties","Agent Authority","State","A broker who has a signed listing to sell a property can refuse to submit an offer on that property","under circumstances in which the broker also has obtained a backup offer.","whenever the offer is for less than the listed price.","if, in the listing agreement, the broker also has an option to purchase the property.","when expressly instructed to do so by the owner.","D","An agent must submit all offers to the principal immediately unless the principal has explicitly instructed the agent otherwise."
"Contracts","Listing Agreements","State","An enforceable standard listing agreement that has been signed by the seller and the broker","obligates the seller to sell.","requires a meeting of the minds.","requires a seller to be able to deliver a marketable title and a buyer “ready, willing, and able” to buy.","does all of these.","B","Like all contracts, a valid listing agreement requires mutual consent and a meeting of the minds."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","A salesperson receives an offer from a buyer who has no cash but offers a deposit of $500 in the form of a personal note payable in 30 days. Which of the following is TRUE?","This is unacceptable because a deposit must be in cash or a check.","The form of deposit is immaterial, as long as the $500 figure appears on the deposit receipt.","A salesperson may accept a personal note as deposit only by first advising the seller of this action.","A salesperson may accept a note if made in favor of the broker to handle expenses.","C","A broker may accept a promissory note as a deposit, but must disclose this fact to the seller before acceptance."
"Valuation and Market Analysis","Appraisal Concepts","State","Functional utility in a dwelling depends on","the desires of its occupants.","its floor plan and equipment.","zoning of the area.","condition of the heating system.","B","Functional utility refers to how well a property performs its intended function, depending on its floor plan and equipment."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","A broker was taken to court by a client who was suing the broker for fraud in a real estate transaction. The client was successful and was awarded damages in the civil suit. After the judgment has been handed down, the real estate commissioner can immediately","revoke the broker’s license.","suspend the broker’s license pending a hearing.","file an accusation and statement of issues and proceed against the broker.","hold a hearing with his or her deputies to decide if a notice of suspension should be mailed.","C","Once a civil court finds a broker guilty of fraud, the DRE may initiate disciplinary proceedings by filing an accusation."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","The taxpayer would ordinarily have to pay property taxes on all of these EXCEPT","a condominium interest.","intangible personal property.","public tax-exempt land under a lease (e.g., an oil lease).","an easement over the land of another.","D","Easements are not taxed separately; they are valued and taxed as part of the dominant tenement."
"Contracts","Escrow","State","When issuing the closing statement, escrow would debit the seller of income property for which of the following items?","Prepaid taxes","Prepaid rent","Prepaid fire insurance premium","All of these","B","Escrow debits the seller for prepaid rents because those funds belong to the buyer post-closing."
"Valuation and Market Analysis","Appraisal Concepts","State","When applying the principle of substitution, the homebuyer would consider","use.","earnings.","structural design.","all of these.","A","The principle of substitution states that a buyer will pay no more than the cost of an equally desirable substitute in use."
"Contracts","Contract Concepts","State","The law that requires that certain contracts be in writing is contained in the","statute of limitations.","Small Loan Act.","statute of frauds.","Fair Trade Law.","C","The Statute of Frauds requires certain contracts, including real estate sales and leases over a year, to be in writing."
"Contracts","Leases","State","The legal procedure to evict a nonpaying tenant is by","action by lessor through physical ejection.","court action for specific performance.","unlawful detainer.","nonaction.","C","The legal procedure for a landlord to evict a tenant in default is an unlawful detainer action."
"Property Ownership and Land Use Controls and Regulations","Easements","State","Which of the following statements is correct with regard to an easement and the dominant tenement?","The dominant tenement receives both the benefit and the burden of the easement.","The owner of the dominant tenement can retain the easement but can transfer title to the property.","It can be created for ingress and egress only.","The easement is transferred with the transfer of the dominant tenement.","D","An easement appurtenant is a right that runs with the land and is automatically transferred with the dominant tenement."
"Financing","Lending Practices","State","Legal enforcement of the terms of a deed of trust in case of default may be","either by trustee’s sale or judicial foreclosure.","by trustee’s sale proceedings only.","by judicial foreclosure only.","by none of these.","A","Default on a deed of trust may be remedied either by a private trustee's sale or a judicial foreclosure action."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","California law permits a person to file a declaration of homestead, provided that person is living in","the residence on which he holds a 35-year lease.","a cooperative apartment project in which he has a fee interest in the unit that he occupies.","a 12-unit apartment building that he owns.","any of these.","D","A homestead declaration can be filed on a primary residence held in fee, under a long-term lease, or in a co-op/condo."
"Laws of Agency and Fiduciary Duties","Agent Authority","State","The person who has gained the right to act in behalf of another is known as","an affiant.","a principal.","an attorney-in-fact.","an executor.","C","An attorney-in-fact is an individual authorized to act on behalf of another under a written power of attorney."
"Practice of Real Estate and Mandated Disclosures","Licensing","State","The commissioner may suspend or revoke the license of any real estate licensee who","demonstrated negligence or incompetence in performing any act for which he is required to hold a license.","failed to exercise reasonable supervision over the activities of his salespeople.","willfully disregarded or violated any of the provisions of the real estate law.","did all of these.","D","The commissioner may discipline a licensee for negligence, lack of supervision, or willful violations of real estate law."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","Which of the following is an encumbrance?","Fence","Lease","Homestead","Trade fixture","B","An encumbrance is any right or interest in land that affects or limits its title, such as a lease."
"Valuation and Market Analysis","Appraisal Concepts","State","The fee that the appraiser charges for his appraisal is established by the","agreement between the appraiser and the client.","California Department of Veterans Affairs.","real estate commissioner.","American Institute of Real Estate Appraisers.","A","Appraisal fees are established by private agreement between the appraiser and client to avoid price fixing."
"Contracts","Listing Agreements","State","A broker licensee can legally claim a commission for","a loan that she did not negotiate.","the sale of a property on which she had an exclusive authorization to sell with a definite termination date.","the sale by another of a property on which she had an open listing with a termination date.","the sale by another on which she had a net listing with a termination date.","B","To claim a commission under an exclusive listing, the broker must show a signed contract with a definite termination date."
"Valuation and Market Analysis","Appraisal Concepts","State","An appraiser in analyzing the data for a final opinion of value on a property would give LEAST consideration to","the assessed value of the property.","the value of the land.","comparisons of other properties.","its highest and best use.","A","An appraiser gives least weight to the county tax assessment, as it does not reflect current fair market value."
"Property Ownership and Land Use Controls and Regulations","Government Controls","State","Airspace is a public highway, but the landowner’s property line in the sky","is owned by the federal government.","may be owned by the surface owner.","is owned by the state where the land is located.","is as much as he can use and occupy in connection with the land.","D","A landowner owns the airspace above their land up to the height they can reasonably use and occupy."
"Property Ownership and Land Use Controls and Regulations","Liens and Homesteads","State","A purchaser of a condominium unit recorded a homestead on her property immediately after its purchase. One year later, this owner failed to pay her monthly homeowners association fees and the association began legal steps to enforce the collection. Under these circumstances, which is TRUE?","The homestead would offer her no protection.","The other owners could collect the amount due but only the excess over the amount of the homestead exemption.","The homestead is invalid because it does not protect a condominium unit owner’s interest.","The homestead would give the unit owner full protection.","A","Homestead exemptions do not offer protection against the foreclosure of homeowners association assessment liens."
"Valuation and Market Analysis","Appraisal Concepts","State","To be effective, a demand must be accompanied by","objectivity.","inflation.","purchasing power.","transferability.","C","Effective demand requires not only a desire to acquire but also the purchasing power to complete the acquisition."
"Valuation and Market Analysis","Appraisal Concepts","State","Which of the following would be the key factor in a developer’s decision in choosing the BEST site to build a new shopping center in a suburban area?","Traffic count","Population","Purchasing power","Topography","C","A developer chooses a shopping center site based on the purchasing power of the surrounding population."
"Contracts","Listing Agreements","State","The words procuring cause would have an important meaning","in a dispute over commission on an open listing.","when securing a listing.","in the sale of government land.","in a lawsuit against a licensee involving fraud.","A","To earn a commission on an open listing, the broker must prove they were the procuring cause of the sale."
"Property Ownership and Land Use Controls and Regulations","Forms of Ownership","State","A man owned a farm property on which he was growing a crop of corn. Before the harvest, he sold the property to a woman. The man intended to harvest the crop after the sale, even though this was not stated in the sales agreement. Which would most likely be TRUE regarding the corn crop?","The man would have the right to harvest the crop, as this was his intention.","The crop would go with the land because it is considered real property.","The man’s intent would take precedence over the sales agreement.","The woman cannot claim the crop because it would be considered personal property.","B","Emblements (growing crops) are generally treated as real property that passes to the buyer unless otherwise agreed in writing."
"Valuation and Market Analysis","Financial Math","State","A purchaser obtains a property for 20% less than the listed price and later sells the property for the original listed price. The percentage of the profit on her original investment is","10%.","20%.","25%.","40%.","C","If purchased for $80 (20% off $100) and sold for $100, the profit is $20. Profit on investment: $20 / $80 = 25%."
"Practice of Real Estate and Mandated Disclosures","Brokerage Operations","State","The real estate commissioner may impose a fine against a real estate broker who pays an unlicensed person to negotiate real estate loans. The maximum fine would be","$1,000.","$5,000.","$20,000.","$50,000.","C","Under CA law, the maximum fine for a broker paying compensation to an unlicensed person is $20,000."
"Financing","Lending Practices","State","A real estate licensee, in advertising property for sale, includes the credit terms available to complete the sale. With respect to advertising, which of the following is TRUE?","Regulation Z allows exceptions.","Regulation Z applies in all instances.","Regulation Z allows exceptions and applies in all instances if the loan exceeds $25,000.","The real estate licensee is not bound by Regulation Z, as he is subject to the real estate commissioner.","B","Regulation Z (Truth in Lending) applies to all consumer credit advertisements that state specific lending terms."
